RFID1,RFID2,ID
-0.016319829531676655,10.355903778275344,m1
0.7045629362928494,10.51203574201064,m1
0.5252703839400212,10.380324799581187,m1
1.3283896250827236,10.278099809651788,m1
1.8987167051335836,10.216814932440318,m1
2.4328218618004334,9.95779296367171,m1
2.828932959223101,10.183329671139166,m1
2.8265976961409187,9.724892909055944,m1
3.2052246916814795,10.176622015666581,m1
3.5174761998530446,9.889936282390037,m1
4.055135515134972,10.26348503603398,m1
4.6115188575167325,10.646406985618976,m1
4.1156898665700625,9.982398421833958,m1
4.606921272559609,10.066835037440612,m1
5.570297277879324,9.903006230001491,m1
5.564164757394502,9.847975445724092,m1
5.999446001196892,9.743295271211164,m1
6.7012863441965935,10.627824859706285,m1
6.581304987627237,9.750446569852734,m1
6.740624579950221,10.251838141006129,m1
6.957516842949274,10.392927151959743,m1
8.132419479353057,10.620923219156719,m1
8.220317103008943,10.287396230730879,m1
8.219658193000592,9.834193655985146,m1
9.205342416989627,10.440531790001652,m1
9.472139555548102,10.614984470057808,m1
9.390648705922555,10.087278170887641,m1
9.627878807827246,9.781554597109126,m1
10.346384855814371,9.803154246709314,m1
10.994291814440238,10.237168470932001,m1
11.125134547506114,10.234569759106938,m1
11.640240870215768,10.164931399172554,m1
11.867504286760674,10.647945317687476,m1
12.124253655805635,10.412724765092547,m1
12.421943137568523,9.957416171954838,m1
12.521895527774275,10.347827213573165,m1
13.10640659421609,10.016022623753363,m1
13.006944191107227,10.436790350185287,m1
13.817647656692222,10.448602356484985,m1
13.889936282390037,9.98107705186695,m1
0.35590377827534536,10.234569759106938,m2
0.9287024086773081,10.164931399172554,m2
1.2136581329145215,10.647945317687476,m2
1.5280998096517895,10.412724765092547,m2
1.8834815991069858,9.957416171954838,m2
2.0411262970050457,10.347827213573165,m2
2.683329671139167,10.016022623753363,m2
2.641559575722611,10.436790350185287,m2
3.509955348999916,10.448602356484985,m2
3.639936282390038,9.98107705186695,m2
4.430151702700648,9.993252120528307,m2
5.2297403189523095,9.82151840774922,m2
4.982398421833958,10.317421628908864,m2
5.4835017041072796,9.815116863601789,m2
5.736339563334825,10.088257407402207,m2
6.097975445724092,10.62315259415941,m2
6.4099619378778305,10.377668463757841,m2
7.71115819303962,10.524481469981597,m2
7.250446569852735,10.304675884782025,m2
8.168504807672797,10.139942881084382,m2
8.726260485293077,10.613605706724568,m2
9.370923219156719,9.899471182459214,m2
9.454062897397547,10.685799079327467,m2
9.41752698931848,10.249598019496922,m2
10.440531790001652,10.07638072151253,m2
10.614984470057808,9.885566677884297,m2
10.087278170887641,9.494587109959502,m2
9.781554597109126,9.36994751089641,m2
9.803154246709314,9.421548679423726,m2
10.237168470932001,9.125219710568123,m2
10.234569759106938,8.349446536832719,m2
10.164931399172554,7.711945125331767,m2
10.647945317687476,7.822468017625563,m2
10.412724765092547,7.242454143870233,m2
9.957416171954838,7.226452576334537,m2
10.347827213573165,6.144415066555159,m2
10.016022623753363,6.098154605199145,m2
10.436790350185287,5.976030976974816,m2
10.448602356484985,5.547906093845296,m2
9.98107705186695,5.146979252665924,m2


